,0
"https://www.amazon.com/essence-Princess-Effect-Mascara-Cruelty/dp/B00T0C9XRK/ref=lp_16225006011_1_5_m/147-1466702-9240155?s=beauty-intl-ship&ie=UTF8&qid=1605372292&sr=1-5
",[]
"https://www.amazon.com/essence-Princess-Effect-Mascara-Cruelty/dp/B00T0C9XRK/ref=lp_16225006011_1_5/147-1466702-9240155?s=beauty-intl-ship&ie=UTF8&qid=1605372292&sr=1-5#customerReviews
",[]
"https://www.amazon.com/Neutrogena-Makeup-Removing-Wipes-Count/dp/B00U2VQZDS/ref=lp_16225006011_1_6/147-1466702-9240155?s=beauty-intl-ship&ie=UTF8&qid=1605372292&sr=1-6
",[]
"https://www.amazon.com/Neutrogena-Makeup-Removing-Wipes-Count/dp/B00U2VQZDS/ref=lp_16225006011_1_6_m/147-1466702-9240155?s=beauty-intl-ship&ie=UTF8&qid=1605372292&sr=1-6
",[]
"https://www.amazon.com/Neutrogena-Makeup-Removing-Wipes-Count/dp/B00U2VQZDS/ref=lp_16225006011_1_6_sns/147-1466702-9240155?s=beauty-intl-ship&ie=UTF8&qid=1605372292&sr=1-6
",[]
"https://www.amazon.com/Neutrogena-Makeup-Removing-Wipes-Count/dp/B00U2VQZDS/ref=lp_16225006011_1_6/147-1466702-9240155?s=beauty-intl-ship&ie=UTF8&qid=1605372292&sr=1-6#customerReviews
",[]
"https://www.amazon.com/CeraVe-Moisturizing-Cream-Daily-Moisturizer/dp/B00TTD9BRC/ref=lp_16225006011_1_7/147-1466702-9240155?s=beauty-intl-ship&ie=UTF8&qid=1605372292&sr=1-7
",[]
"https://www.amazon.com/CeraVe-Moisturizing-Cream-Daily-Moisturizer/dp/B00TTD9BRC/ref=lp_16225006011_1_7_m/147-1466702-9240155?s=beauty-intl-ship&ie=UTF8&qid=1605372292&sr=1-7
",[]
"https://www.amazon.com/CeraVe-Moisturizing-Cream-Daily-Moisturizer/dp/B00TTD9BRC/ref=lp_16225006011_1_7_sns/147-1466702-9240155?s=beauty-intl-ship&ie=UTF8&qid=1605372292&sr=1-7
",[]
"https://www.amazon.com/CeraVe-Moisturizing-Cream-Daily-Moisturizer/dp/B00TTD9BRC/ref=lp_16225006011_1_7/147-1466702-9240155?s=beauty-intl-ship&ie=UTF8&qid=1605372292&sr=1-7#customerReviews
",[]
"https://www.amazon.com/Germ-X-Sanitizer-Original-Fluid-Ounce/dp/B085V653L5/ref=lp_16225006011_1_8/147-1466702-9240155?s=beauty-intl-ship&ie=UTF8&qid=1605372292&sr=1-8
",[]
"https://www.amazon.com/Germ-X-Sanitizer-Original-Fluid-Ounce/dp/B085V653L5/ref=lp_16225006011_1_8_m/147-1466702-9240155?s=beauty-intl-ship&ie=UTF8&qid=1605372292&sr=1-8
",[]
"https://www.amazon.com/Germ-X-Sanitizer-Original-Fluid-Ounce/dp/B085V653L5/ref=lp_16225006011_1_8/147-1466702-9240155?s=beauty-intl-ship&ie=UTF8&qid=1605372292&sr=1-8#customerReviews
",[]
"https://www.amazon.com/Listerine-Anticavity-Mouthwash-Fluoride-Packaging/dp/B00495Q5OW/ref=lp_16225006011_1_9/147-1466702-9240155?s=beauty-intl-ship&ie=UTF8&qid=1605372292&sr=1-9
",[]
"https://www.amazon.com/Listerine-Anticavity-Mouthwash-Fluoride-Packaging/dp/B00495Q5OW/ref=lp_16225006011_1_9_m/147-1466702-9240155?s=beauty-intl-ship&ie=UTF8&qid=1605372292&sr=1-9
",[]
"https://www.amazon.com/Listerine-Anticavity-Mouthwash-Fluoride-Packaging/dp/B00495Q5OW/ref=lp_16225006011_1_9_sns/147-1466702-9240155?s=beauty-intl-ship&ie=UTF8&qid=1605372292&sr=1-9
",[]
"https://www.amazon.com/Listerine-Anticavity-Mouthwash-Fluoride-Packaging/dp/B00495Q5OW/ref=lp_16225006011_1_9/147-1466702-9240155?s=beauty-intl-ship&ie=UTF8&qid=1605372292&sr=1-9#customerReviews
",[]
"https://www.amazon.com/Crest-White-Toothpaste-Radiant-Mint/dp/B01KZOTRG8/ref=lp_16225006011_1_10/147-1466702-9240155?s=beauty-intl-ship&ie=UTF8&qid=1605372292&sr=1-10
",[]
"https://www.amazon.com/Crest-White-Toothpaste-Radiant-Mint/dp/B01KZOTRG8/ref=lp_16225006011_1_10_sns/147-1466702-9240155?s=beauty-intl-ship&ie=UTF8&qid=1605372292&sr=1-10
",[]
"https://www.amazon.com/Crest-White-Toothpaste-Radiant-Mint/dp/B01KZOTRG8/ref=lp_16225006011_1_10/147-1466702-9240155?s=beauty-intl-ship&ie=UTF8&qid=1605372292&sr=1-10#customerReviews
",[]
"https://www.amazon.com/DenTek-Triple-Clean-Floss-Picks/dp/B003K01BMI/ref=lp_16225006011_1_11/147-1466702-9240155?s=beauty-intl-ship&ie=UTF8&qid=1605372292&sr=1-11
",[]
"https://www.amazon.com/DenTek-Triple-Clean-Floss-Picks/dp/B003K01BMI/ref=lp_16225006011_1_11_m/147-1466702-9240155?s=beauty-intl-ship&ie=UTF8&qid=1605372292&sr=1-11
",[]
"https://www.amazon.com/DenTek-Triple-Clean-Floss-Picks/dp/B003K01BMI/ref=lp_16225006011_1_11_sns/147-1466702-9240155?s=beauty-intl-ship&ie=UTF8&qid=1605372292&sr=1-11
",[]
"https://www.amazon.com/DenTek-Triple-Clean-Floss-Picks/dp/B003K01BMI/ref=lp_16225006011_1_11/147-1466702-9240155?s=beauty-intl-ship&ie=UTF8&qid=1605372292&sr=1-11#customerReviews
",[]
"https://www.amazon.com/TruSkin-Naturals-Vitamin-Topical-Hyaluronic/dp/B01M4MCUAF/ref=lp_16225006011_1_12/147-1466702-9240155?s=beauty-intl-ship&ie=UTF8&qid=1605372292&sr=1-12
",[]
"https://www.amazon.com/TruSkin-Naturals-Vitamin-Topical-Hyaluronic/dp/B01M4MCUAF/ref=lp_16225006011_1_12_m/147-1466702-9240155?s=beauty-intl-ship&ie=UTF8&qid=1605372292&sr=1-12
",[]
"https://www.amazon.com/TruSkin-Naturals-Vitamin-Topical-Hyaluronic/dp/B01M4MCUAF/ref=lp_16225006011_1_12_cpbg/147-1466702-9240155?s=beauty-intl-ship&ie=UTF8&qid=1605372292&sr=1-12
","['\n\n  The results are unbelievable, Was a bit skeptical because all the reviews were from Caucasian women. I was slightly worried that my skin would not respond as well but I was quite mistaken.With or without makeup, my skin is bright, smooth and my spots are disappearing.One other result i am sure a number of people have not noticed is that your palms get softer too, i guess the residue on the palms makes it soft and supple.\n\n', '\n\n  I wanted to love this, but unfortunately every time I put it on my face it would dry it out. I even put on moisturizer, but it would dry out my face so bad I would get dry spots on my cheeks and above my eyebrows. At first I was convinced it was due to the cold dry weather, but once I stopped using it took at least a week for my skin to get back to normal. I do not recommend this product.EDIT:Although the product did not work out for me, TruSkin provides wonderful customer service! Erica emailed me right away once she found out the product dried out my skin and offered a refund. She then recommended another product that might be better for my dry skin and is going to ship it to me free of charge. I was truly amazed by the quality of service and hope that the new product will work much better for me!\n\n', ""\n\n  Hello my fellow amazon-lovers. First I want to say that I never write reviews... but I am just TOO excited to not share my results with you. A little bit of a background first- I am 23 years old, a medical student, with very TIRED, acne-prone, and dull skin. I have struggled with acne throughout my entire adolescent and adult life. I have used many products all over the market--including Proactiv, Proactiv+, birth control, and nearly every drug store product you can think of. Some things will keep my acne at bay, but....the years of heavy chemicals trying to treat my acne has definitely hurt the integrity of my skin. I have had new fine lines, wrinkles, HEAVY bags, and dark circles. I started doing research on skin care and decided to completely re-vamp my beauty routine. If you care about your skin, you should not hesitate in purchasing this serum. To be very fair with you, I need to explain my daily routine--and ALL the products I use (some from amazon, some from the drugstore. but all reasonably affordable). My skin is still not perfect. I do have a few blemishes that will pop up, but as for my skin overall... it has helped tremendously. These are my TWO WEEK results using this serum. Yes. I said it... TWO WEEKS. I do plan on updating this in a few months. Now, I will list below my entire CURRENT routine. Once again, DON'T HESITATE.Morning:1.) Cleanse with Burt's Bees gel acne cleanser - Drugstore  ***Not my favorite, but it is gentle and it's not causing more breakouts. I will likely be switching this soon.2.) Tone with Simple Soothing toner - Drugstore  ***Nice, not irritating, I would recommend for those battling redness. I am thinking about trying new toners as well.3.) TruSkin Vitamin C Serum!!!! - Amazon  **** HOLY GRAIL. I use approximately the size of a dime in my hand. Allow to fully dry/absorb.4.) Olay Regenerist Microsculpting Cream with SPF 30 -Drugstore  **** I adore the texture of this. It's a perfect moisturizer and make-up primer. I would suggest it for all skin types.5.) Bae Body Eye Gel (Amazon)Makeup:I do not wear makeup every day. However, I have permanently switched to Neutrogena skin clearing foundation (drugstore). I apply with a new disposable makeup wedge each time. It is a medium coverage foundation, and it DOES NOT cause breakouts (at least for me).Night:1.) Cleanse with Burts Bees.2.) Tone with Simple.3.) First layer of TruSkin Vitamin C Serum.4.) Dermaroller!!!!!!  ****Ever heard of this? I was skeptical too. A dermaroller is a small roller that is covered with microneedles. You roll it on your skin to increase  collagen production and increase absorption of skincare products. The one I purchased was a 0.25 mm roller from the brand Sdara  (Amazon). There are many to buy and many to choose from. I would recommend reading reviews first before your purchase! I roll for 3-5  minutes all over my face. It does not cause any bleeding, however there will be some slight redness and it might burn. No worries, it should  be gone by morning.5.) Second layer of TruSkin Vitamin C Serum. Wait for it to be fully dry and absorbed. Your face will be tight, with slight tingling or burning.6.) TruSkin Retinol Moisturizer. (Amazon)7.) Bae Body Eye GelI do not promise that this will work for anyone, but it has helped me tremendously and in a very short time. I do believe though that consistency is KEY.I have not been in contact with ANY of the companies who's products I have reviewed. TruSkin has not given me a discount or anything for this review. I am just an honest girl hoping to spread the word on what has brightened me up. If you have any hesitation, Don't. Give it a try. I hope this helps someone.XOEDIT: The second photo is my 2 month results!!! My skin is more even, brighter, and I’m still seeing improvements. Thank you TruSkin!\n\n"", '\n\n  This product saved my skin. I did NOT receive this at a discount and this is NOT a sponsored review. I seldom write reviews but just had to review this product. I’ve been struggling with acne for YEARS. I have very acne-prone skin. I get a new pimple almost every day and it seemed like there was never a time I didn’t have a pimple on my face. Acne leaves super dark blemishes/scars on my face. I do believe my acne is partly genetic - another reason may be stress from college and not getting enough sleep. I’ve tried all different types of moisturizers and cleansers. Nothing worked. However I bought this serum on a whim. Omgggg. Guys. Literally my face stopped flaring within 3 days. I was PIMPLE FREE FOR MORE THAN 48 hours (a new record). In the photo, the left side was day 1 of applying serum. As you can see I had extremely dark blemishes and active pimples.  The photo to the right shows my skin exactly 2 months later. Blemishes have faded DRASTICALLY and I have no active breakouts. This hasn’t happened in years. I truly and honestly think it is due to this product. If you are hesitant, don’t be BUY IT!- I cleanse my face every morning and night with Burt’s Bees deep cleansing cream, then moisturizer and follow it with 3 drops of this serum (one drop for each cheek + chin and one drop for my forehead).It has also helped my under eye bags (use one drop for both undereyes; pat gently with fingers.)\n\n']"
"https://www.amazon.com/TruSkin-Naturals-Vitamin-Topical-Hyaluronic/dp/B01M4MCUAF/ref=lp_16225006011_1_12/147-1466702-9240155?s=beauty-intl-ship&ie=UTF8&qid=1605372292&sr=1-12#customerReviews
",[]
"https://www.amazon.com/Dove-Body-Wash-Pump-Moisture/dp/B00MEDOY2G/ref=lp_16225006011_1_13/147-1466702-9240155?s=beauty-intl-ship&ie=UTF8&qid=1605372292&sr=1-13
",[]
"https://www.amazon.com/Dove-Body-Wash-Pump-Moisture/dp/B00MEDOY2G/ref=lp_16225006011_1_13_m/147-1466702-9240155?s=beauty-intl-ship&ie=UTF8&qid=1605372292&sr=1-13
",[]
"https://www.amazon.com/Dove-Body-Wash-Pump-Moisture/dp/B00MEDOY2G/ref=lp_16225006011_1_13_sns/147-1466702-9240155?s=beauty-intl-ship&ie=UTF8&qid=1605372292&sr=1-13
",[]
"https://www.amazon.com/Dove-Body-Wash-Pump-Moisture/dp/B00MEDOY2G/ref=lp_16225006011_1_13_det/147-1466702-9240155?s=beauty-intl-ship&ie=UTF8&qid=1605372292&sr=1-13#productPromotions
",[]
"https://www.amazon.com/Dove-Body-Wash-Pump-Moisture/dp/B00MEDOY2G/ref=lp_16225006011_1_13/147-1466702-9240155?s=beauty-intl-ship&ie=UTF8&qid=1605372292&sr=1-13#customerReviews
",[]
"https://www.amazon.com/Dr-Teals-Foaming-Soothe-Lavender/dp/B0080D1Q52/ref=lp_16225006011_1_14/147-1466702-9240155?s=beauty-intl-ship&ie=UTF8&qid=1605372292&sr=1-14
",[]
"https://www.amazon.com/Dr-Teals-Foaming-Soothe-Lavender/dp/B0080D1Q52/ref=lp_16225006011_1_14_m/147-1466702-9240155?s=beauty-intl-ship&ie=UTF8&qid=1605372292&sr=1-14
",[]
"https://www.amazon.com/Dr-Teals-Foaming-Soothe-Lavender/dp/B0080D1Q52/ref=lp_16225006011_1_14_sns/147-1466702-9240155?s=beauty-intl-ship&ie=UTF8&qid=1605372292&sr=1-14
",[]
"https://www.amazon.com/Dr-Teals-Foaming-Soothe-Lavender/dp/B0080D1Q52/ref=lp_16225006011_1_14/147-1466702-9240155?s=beauty-intl-ship&ie=UTF8&qid=1605372292&sr=1-14#customerReviews
",[]
"https://www.amazon.com/Mrs-Meyer%C2%B4s-Clean-Day-Verbena/dp/B00NU9MJYS/ref=lp_16225006011_1_15/147-1466702-9240155?s=beauty-intl-ship&ie=UTF8&qid=1605372292&sr=1-15
",[]
"https://www.amazon.com/Mrs-Meyer%C2%B4s-Clean-Day-Verbena/dp/B00NU9MJYS/ref=lp_16225006011_1_15_m/147-1466702-9240155?s=beauty-intl-ship&ie=UTF8&qid=1605372292&sr=1-15
",[]
"https://www.amazon.com/Mrs-Meyer%C2%B4s-Clean-Day-Verbena/dp/B00NU9MJYS/ref=lp_16225006011_1_15_sns/147-1466702-9240155?s=beauty-intl-ship&ie=UTF8&qid=1605372292&sr=1-15
",[]
"https://www.amazon.com/Mrs-Meyer%C2%B4s-Clean-Day-Verbena/dp/B00NU9MJYS/ref=lp_16225006011_1_15/147-1466702-9240155?s=beauty-intl-ship&ie=UTF8&qid=1605372292&sr=1-15#customerReviews
",[]
"https://www.amazon.com/Nizoral-Anti-Dandruff-Shampoo-Ketoconazole-Dandruff/dp/B00AINMFAC/ref=lp_16225006011_1_16/147-1466702-9240155?s=beauty-intl-ship&ie=UTF8&qid=1605372292&sr=1-16
",[]
"https://www.amazon.com/Nizoral-Anti-Dandruff-Shampoo-Ketoconazole-Dandruff/dp/B00AINMFAC/ref=lp_16225006011_1_16_m/147-1466702-9240155?s=beauty-intl-ship&ie=UTF8&qid=1605372292&sr=1-16
",[]
"https://www.amazon.com/Nizoral-Anti-Dandruff-Shampoo-Ketoconazole-Dandruff/dp/B00AINMFAC/ref=lp_16225006011_1_16_sns/147-1466702-9240155?s=beauty-intl-ship&ie=UTF8&qid=1605372292&sr=1-16
","['\n\n  I actually bought this stuff to use as a face wash to help me with my acne. I\'ve tried every face wash imaginable and also tried prescription face stuff and nothing would get rid of my acne :/ I only get acne on my chin, it\'s not very severe but it is constant and annoying (and I believe hormone related). I read online that using dandruff shampoo with ""Ketaconazole"" as the active ingredient as a face wash was really effective at getting rid of acne. I was skeptical, as I said I\'ve tried everything from prescription creams, benzoyl peroxide, special face washes, natural products and oils and nothing seemed to work. This stuff surprisingly has cleared my face. I wash my face with this stuff in the morning and at night and let it sit for 1-2 minutes before washing off. Also, I moisturize with Vaseline on my face overnight (another acne relief miracle worker I read online--no it doesn\'t clog your pores). If you have acne I would suggest looking up this product and Vaseline uses as well, worked for me. Hopefully my routine continues to work. If it doesn\'t I will update!\n\n', '\n\n  So I have really curly hair and about a year ago I switched from head and shoulders to devacurl products but I noticed I started developing dandruff. I tried the home remedies but couldn’t stick with them because I didn’t feel like making the recipes. So I just said forget it and went on with my drandruff life for about a year. Until someone recently pointed out my dandruff and i was SUPER embarrassed. 10 minutes after, I went on amazon determined to finally get rid of this annoyance and I found this shampoo with really high reviews so I decided why not. After about 2-3 uses, my dandruff was literally gone!! Definitely wish I would’ve bought this sooner. So I use this shampoo and I still use my devacurl one condition and now I’m dandruff free. So if you’re on the fence, trust me just get it and try it.\n\n', '\n\n  I’ve had dandruff flare ups off and on my whole life.  I tried this product with hope.  It didn’t do anything as far as I could tell.So I researched the cause of dandruff recently and discovered there isn’t one cause, but many.  Some are from dry skin; others from anxiety; and still others from a kind of bacteria that lives just beneath the top layer of skin.So I experimented with a variety of DIY at home solutions; going around with a greasy cream substance on my head (and transferred to my pillow) at night.What worked best for me was using over the counter triple antibiotic cream. I now believe my dandruff to be the kind caused by that just-under-the-skin bacteria; whatever it is, and will report my findings to my doctor so maybe, once and for all, some specific antibacterial product will kill off these little nuisances that cause my dandruff flareups.Best of luck to all with dandruff issues.  I hope this product works for you, but if not, Google home remedies for dandruff, I’d still no luck try what I found works best:  triple antibiotic cream from the drug store.  If you notice any improvement, see your doctor and share your findings.\n\n', '\n\n  If I could give this product more than 5 stars then I would!! My husband has suffered from extreme dandruff/Psoriasis  for years to the point that he would pick constantly at his scalp. I would be able to visually see large sores and peeling skin chunks constantly no matter what shampoo/treatment he would use. This was of course a very frustrating thing for him to deal with as his favorite color to wear is black.... I found this product by chance and told my husband about it, who was willing to give it a chance (he’d more than given up on finding a solution to his problem at this point). After two shampoos he said that he absolutely noticed a difference and did not feel that he had to scratch his scalp. His sores healed within a week and now he has a clean, itch/flake free scalp! This stuff worked absolute wonders for us and I would recommend to anyone with slight dandruff issues to extreme Psoriasis conditions!\n\n', '\n\n  This stuff is absolutely amazing. I was one step away from going to the dermatologist. I had severe dandruff that  was so bad I could shake my head and it would come off. With just a few uses per week, I got rid of all of my flakes. My scalp also stopped burning from dryness. My hair has never been healthier. (I bought this product using my own money. I was not paid or given anything free for this review. This is important to me when reading reviews so I thought I would mention it.)\n\n', ""\n\n  I have had chronic dandruff since I was a child. I've tried lots and lots of over the counter products and they'd all seem to work for a few days, but it would never completely clear up and the product would eventually quit working altogether. Sometime over the years, I just gave up. I figured nothing could help and I never felt like making time to see a specialist doctor. After an extremely uncomfortable flare-up prompted me to see if there were any new products, I found Nizoral.After the first use, I was impressed. The dandruff was drastically reduced and my head had completely stopped itching. I've been using this product as directed for about three weeks now and I do NOT have dandruff or any itching at all. The shampoo smells nice too.My one criticism is that the shampoo does seem to be a but drying, so I will just start using a conditioner as needed. I am so excited to be free of flakes!\n\n"", ""\n\n  I'm SO excited. I have chronically suffered from scalp dermatitis and have PCOS, so the combination has cause my hair to thin dramatically over the past few years. I bought this shampoo as a last resort after trying Head and Shoulders, charcoal shampoos, biotin shampoos and scalp clarifying solutions. My scalp was noticeably clearer after 2 uses so I kept using it about 2-3 times a week. After almost a month I realized I have new hair growth all over my scalp! In the photo the little black spots are tiny hairs coming in.\n\n"", '\n\n  After doing some research on hair products to be proactive against hair loss, I kept coming across recommendations to use Revivogen Shampoo and then use Nizoral Shampoo once a week.After being on this cycle for about almost a year, I can confirm that it definitely has a positive impact. My hair is differently thicker and shinier, and my scalp is very clean.I wasn’t exactly going bald, but over the years, my hairline had receded somewhat. I can’t say for sure whether this has halted my receding hairline, but given the improvements to my hair and scalp, it’s worth the money.I had a hard time spending this kind of money on Shampoo. But a friend of mine swore by it, and now I understand where he was coming from. If you can afford it without breaking the bank, go for it\n\n', '\n\n  Shockingly effective. I used it for my hair but it also worked remarkably for my beard/moustache area...and in both cases it worked after the first application. Downside? It looks like an ugly medical product in your shower and people will judge you. Upside? It doesn’t smell bad like most of them.\n\n', ""\n\n  i have tried every product on the market and never had any success. The first day I used this product I noticed a difference. Being a skeptic I didn't get too excited. Well its been over 2 months now and I can honestly say this is the first and only product that has worked for me.  To say im happy and impressed is an understatement. Wish I had know about this before. An added bonus is this shampoo lathers up great and leaves my hair feeling great. thank you for this product !!\n\n"", ""\n\n  Love this stuff. I didn't have a whole ton of dandruff prior to using this but I had enough to make me self conscious. After even just one use I noticed an immediare difference in the amount of visble dandruff on my scalp and now its been around a month and my scalp is as clean as ever (one or two dandruff dots here and there but VERY minimal). I've also noted less scratching and scalp acne. Only downside is I don't really notice an improvement in hair fallage when I shower like it says in the benefits but better than an increase. Overall, I'd buy it again and recommend it to those looking to soothe their scalps and assist in eradicating dandruff.\n\n"", '\n\n  Wow, I can’t believe how itchy my scalp was last month. Lol. I’m so relived it’s better now!! Thanks to this stuff, I’ll definitely be buying this again. It took about 3-5 washes to notice a huge difference but even after the first wash I noticed a bit of a difference. But now after about a month, It’s totally cleared up.\n\n']"
"https://www.amazon.com/Nizoral-Anti-Dandruff-Shampoo-Ketoconazole-Dandruff/dp/B00AINMFAC/ref=lp_16225006011_1_16/147-1466702-9240155?s=beauty-intl-ship&ie=UTF8&qid=1605372292&sr=1-16#customerReviews
",[]
"https://www.amazon.com/CeraVe-Hydrating-Facial-Cleanser-Fragrance/dp/B01MSSDEPK/ref=lp_16225006011_1_17/147-1466702-9240155?s=beauty-intl-ship&ie=UTF8&qid=1605372292&sr=1-17
",[]
"https://www.amazon.com/CeraVe-Hydrating-Facial-Cleanser-Fragrance/dp/B01MSSDEPK/ref=lp_16225006011_1_17_m/147-1466702-9240155?s=beauty-intl-ship&ie=UTF8&qid=1605372292&sr=1-17
",[]
"https://www.amazon.com/gp/offer-listing/B01MSSDEPK/ref=lp_16225006011_1_17_olp/147-1466702-9240155?s=beauty-intl-ship&ie=UTF8&qid=1605372292&sr=1-17&condition=new
",[]
"https://www.amazon.com/CeraVe-Hydrating-Facial-Cleanser-Fragrance/dp/B01MSSDEPK/ref=lp_16225006011_1_17_det/147-1466702-9240155?s=beauty-intl-ship&ie=UTF8&qid=1605372292&sr=1-17#productPromotions
",[]
